Round,Category,Tier,Variable,Unit,Definition
2,Emissions,3,Emissions|CO2|Energy|Demand|Industry|NonEInt Mfg|Metal durables|Computer|Indirect,Mt CO2/yr,"CO2 emissions from production of secondary energy (e.g., electricity) used in metal-based durables industries-computer and electronic products (NAICS 334)."
2,Emissions,3,Emissions|CO2|Energy|Demand|Industry|NonEInt Mfg|Metal durables|Fab metal,Mt CO2/yr,CO2 emissions from fuel combustion in metal-based durables industries-fabricated metal products (NAICS 332).
2,Emissions,3,Emissions|CO2|Energy|Demand|Industry|NonEInt Mfg|Metal durables|Fab metal|Indirect,Mt CO2/yr,"CO2 emissions from production of secondary energy (e.g., electricity) used in metal-based durables industries-fabricated metal products (NAICS 332)."
2,Emissions,3,Emissions|CO2|Energy|Demand|Industry|NonEInt Mfg|Metal durables|Indirect,Mt CO2/yr,"CO2 emissions from production of secondary energy (e.g., electricity) used in metal-based durables industries (NAICS 332-336)."
2,Emissions,3,Emissions|CO2|Energy|Demand|Industry|NonEInt Mfg|Metal durables|Machinery,Mt CO2/yr,CO2 emissions from fuel combustion in metal-based durables industries-machinery (NAICS 333).
2,Emissions,3,Emissions|CO2|Energy|Demand|Industry|NonEInt Mfg|Metal durables|Machinery|Indirect,Mt CO2/yr,"CO2 emissions from production of secondary energy (e.g., electricity) used in metal-based durables industries-machinery (NAICS 333)."
2,Emissions,3,Emissions|CO2|Energy|Demand|Industry|NonEInt Mfg|Metal durables|Transport equip,Mt CO2/yr,CO2 emissions from fuel combustion in metal-based durables industries-transportation equipment (NAICS 336).
2,Emissions,3,Emissions|CO2|Energy|Demand|Industry|NonEInt Mfg|Metal durables|Transport equip|Indirect,Mt CO2/yr,"CO2 emissions from production of secondary energy (e.g., electricity) used in metal-based durables industries-transportation equipment (NAICS 336)."
2,Emissions,3,Emissions|CO2|Energy|Demand|Industry|NonEInt Mfg|Plastic & rubber,Mt CO2/yr,CO2 emissions from fuel combustion in plastic and rubber products (NAICS 326).
2,Emissions,3,Emissions|CO2|Energy|Demand|Industry|NonEInt Mfg|Plastic & rubber|Indirect,Mt CO2/yr,"CO2 emissions from production of secondary energy (e.g., electricity) used in plastic and rubber products (NAICS 326)."
2,Emissions,3,Emissions|CO2|Energy|Demand|Industry|NonEInt Mfg|Wood Products,Mt CO2/yr,CO2 emissions from fuel combustion in wood products (NAICS 321).
2,Emissions,3,Emissions|CO2|Energy|Demand|Industry|NonEInt Mfg|Wood Products|Indirect,Mt CO2/yr,"CO2 emissions from production of secondary energy (e.g., electricity) used in wood products (NAICS 321)."
2,Emissions,1,Emissions|CO2|Energy|Demand|Transportation,Mt CO2/yr,CO2 emissions from fuel combustion in  transportation.
2,Emissions,2,Emissions|CO2|Energy|Demand|Transportation|Freight,Mt CO2/yr,CO2 emissions from fuel combustion in freight transportation.
2,Emissions,3,Emissions|CO2|Energy|Demand|Transportation|Freight|Aviation,Mt CO2/yr,CO2 emissions from fuel combustion in freight by aviation.
2,Emissions,3,Emissions|CO2|Energy|Demand|Transportation|Freight|Aviation|Indirect,Mt CO2/yr,"CO2 emissions from production of secondary energy (e.g., electricity) used in freight by aviation."
2,Emissions,3,Emissions|CO2|Energy|Demand|Transportation|Freight|Indirect,Mt CO2/yr,"CO2 emissions from production of secondary energy (e.g., electricity) used in freight transportation."
2,Emissions,3,Emissions|CO2|Energy|Demand|Transportation|Freight|Rail,Mt CO2/yr,CO2 emissions from fuel combustion in freight by rail.
2,Emissions,3,Emissions|CO2|Energy|Demand|Transportation|Freight|Rail|Indirect,Mt CO2/yr,"CO2 emissions from production of secondary energy (e.g., electricity) used in freight by rail."
2,Emissions,3,Emissions|CO2|Energy|Demand|Transportation|Freight|Road,Mt CO2/yr,CO2 emissions from fuel combustion in freight by road.
2,Emissions,3,Emissions|CO2|Energy|Demand|Transportation|Freight|Road|Indirect,Mt CO2/yr,"CO2 emissions from production of secondary energy (e.g., electricity) used in freight by road."
2,Emissions,3,Emissions|CO2|Energy|Demand|Transportation|Freight|Shipping|Indirect,Mt CO2/yr,"CO2 emissions from production of secondary energy (e.g., electricity) used in freight by shipping."
2,Emissions,3,Emissions|CO2|Energy|Demand|Transportation|Indirect,Mt CO2/yr,"CO2 emissions from production of secondary energy (e.g., electricity) used in  transportation."
2,Emissions,2,Emissions|CO2|Energy|Demand|Transportation|Offroad,Mt CO2/yr,CO2 emissions from fuel combustion in offroad transportation.
2,Emissions,3,Emissions|CO2|Energy|Demand|Transportation|Offroad|Indirect,Mt CO2/yr,"CO2 emissions from production of secondary energy (e.g., electricity) used in offroad (heavy equipment, atv's) transportation."
2,Emissions,2,Emissions|CO2|Energy|Demand|Transportation|Passenger,Mt CO2/yr,CO2 emissions from fuel combustion in passenger transportation.
2,Emissions,3,Emissions|CO2|Energy|Demand|Transportation|Passenger|Aviation,Mt CO2/yr,CO2 emissions from fuel combustion in passenger by aviation.
2,Emissions,3,Emissions|CO2|Energy|Demand|Transportation|Passenger|Aviation|Indirect,Mt CO2/yr,"CO2 emissions from production of secondary energy (e.g., electricity) used in passenger by aviation."
2,Emissions,3,Emissions|CO2|Energy|Demand|Transportation|Passenger|Indirect,Mt CO2/yr,"CO2 emissions from production of secondary energy (e.g., electricity) used in passenger transportation."
2,Emissions,3,Emissions|CO2|Energy|Demand|Transportation|Passenger|Other,Mt CO2/yr,CO2 emissions from fuel combustion in passenger by other.
2,Emissions,3,Emissions|CO2|Energy|Demand|Transportation|Passenger|Other|Indirect,Mt CO2/yr,"CO2 emissions from production of secondary energy (e.g., electricity) used in passenger by other."
2,Emissions,3,Emissions|CO2|Energy|Demand|Transportation|Passenger|Rail,Mt CO2/yr,CO2 emissions from fuel combustion in passenger by rail.
2,Emissions,3,Emissions|CO2|Energy|Demand|Transportation|Passenger|Rail|Indirect,Mt CO2/yr,"CO2 emissions from production of secondary energy (e.g., electricity) used in passenger by rail."
2,Emissions,3,Emissions|CO2|Energy|Demand|Transportation|Passenger|Road,Mt CO2/yr,CO2 emissions from fuel combustion in passenger by road.
2,Emissions,3,Emissions|CO2|Energy|Demand|Transportation|Passenger|Road|Indirect,Mt CO2/yr,"CO2 emissions from production of secondary energy (e.g., electricity) used in passenger by road."
2,Emissions,3,Emissions|CO2|Energy|Demand|Transportation|Passenger|Shipping,Mt CO2/yr,"CO2 emissions from fuel combustion in passenger shipping, including recreational boating"
2,Emissions,2,Emissions|CO2|Energy|Demand|Transportation|Pipeline,Mt CO2/yr,CO2 emissions from fuel combustion in pipelines
2,Emissions,1,Emissions|CO2|Energy|Gas,Mt CO2/yr,CO2 emissions from gas combustion.
2,Emissions,1,Emissions|CO2|Energy|Oil,Mt CO2/yr,CO2 emissions from oil combustion.
2,Emissions,1,Emissions|CO2|Energy|Supply,Mt CO2/yr,"CO2 emissions from fuel combustion and fugitive emissions from fuels: electricity and heat production and distribution (IPCC category 1A1a), other energy conversion (e.g. refineries, synfuel production, solid fuel processing, IPCC category 1Ab, 1Ac), incl. pipeline transportation (IPCC category 1A3ei), fugitive emissions from fuels (IPCC category 1B) and emissions from carbon dioxide transport and storage (IPCC category 1C)"
2,Emissions,1,Emissions|CO2|Energy|Supply|Biogas,Mt CO2/yr,CO2 emissions from fossil fuel use in the production of biogass.
2,Emissions,1,Emissions|CO2|Energy|Supply|Biomass Liquids,Mt CO2/yr,CO2 emissions from fossil fuel use in the production of biomass liquids.
2,Emissions,1,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,CO2 emissions from electricity and CHP production and distribution (IPCC category 1A1ai and 1A1aii)
2,Emissions,1,Emissions|CO2|Energy|Supply|Electricity|Biomass,Mt CO2/yr,CO2 emissions from electricity and CHP production and distribution from biomass [net] (IPCC category 1A1ai and 1A1aii)
2,Emissions,1,Emissions|CO2|Energy|Supply|Electricity|Coal,Mt CO2/yr,CO2 emissions from electricity and CHP production and distribution from coal (IPCC category 1A1ai and 1A1aii)
2,Emissions,1,Emissions|CO2|Energy|Supply|Electricity|Gas,Mt CO2/yr,CO2 emissions from electricity and CHP production and distribution from gas (IPCC category 1A1ai and 1A1aii)
2,Emissions,1,Emissions|CO2|Energy|Supply|Electricity|Oil,Mt CO2/yr,CO2 emissions from electricity and CHP production and distribution from oil (IPCC category 1A1ai and 1A1aii)
2,Emissions,1,Emissions|CO2|Energy|Supply|Heat,Mt CO2/yr,CO2 emissions from production of heat for sale by pipe network (IPCC category 1A1aiii)
2,Emissions,1,Emissions|CO2|Energy|Supply|Hydrogen,Mt CO2/yr,CO2 emissions from fossil fuel use in the production of hydrogen.
2,Emissions,1,Emissions|CO2|Energy|Supply|Synthetic Gas,Mt CO2/yr,CO2 emissions from fossil fuel use in the production of synthetic gas.
2,Emissions,1,Emissions|CO2|Energy|Supply|Synthetic Liquids,Mt CO2/yr,CO2 emissions from fossil fuel use in the production of synthetic liquids.
2,Emissions,1,Emissions|CO2|Industrial Processes,Mt CO2/yr,"Non-combustion CO2 emissions from industrial processes (IPCC categories 2A, B, C, E)"
2,Emissions,2,Emissions|CO2|Industrial Processes|EInt Mfg|Aluminum,Mt CO2/yr,"Non-combustion CO2 emissions from industrial processes (IPCC category 2.C.3, NAICS 3313)"
2,Emissions,2,Emissions|CO2|Industrial Processes|EInt Mfg|Bulk chemicals,Mt CO2/yr,"Non-combustion CO2 emissions from industrial processes (IPCC category 2.B, NAICS 325)"
2,Emissions,3,Emissions|CO2|Industrial Processes|EInt Mfg|Bulk chemicals|Agricultural chemicals,Mt CO2/yr,"Non-combustion CO2 emissions from industrial processes including (IPCC category 2.B.1 (ammonia), NAICS 3253 Agriculture chemicals)"
2,Emissions,2,Emissions|CO2|Industrial Processes|EInt Mfg|Cement and Lime,Mt CO2/yr,"Non-combustion CO2 emissions from cement and lime (IPCC category 2.A.[1-2], NAICS 327310, 327410)"
2,Emissions,2,Emissions|CO2|Industrial Processes|EInt Mfg|Food products,Mt CO2/yr,"Non-combustion CO2 emissions from food and beverage (IPCC category 2.H.2, NAICS 311)"
2,Emissions,2,Emissions|CO2|Industrial Processes|EInt Mfg|Glass,Mt CO2/yr,"Non-combustion CO2 emissions from glass production (IPCC category 2.A.3, NAICS 3272, 327993)"
2,Emissions,2,Emissions|CO2|Industrial Processes|EInt Mfg|Iron and steel,Mt CO2/yr,"Non-combustion CO2 emissions from iron and steel (IPCC category 2.C.1, NAICS 331110, 3312, 324199)"
2,Emissions,2,Emissions|CO2|Industrial Processes|EInt Mfg|Other,Mt CO2/yr,"Non-combustion CO2 emissions from other industries including ferroalloys, magnesium, lead, zinc, and use of carbonates (IPCC categories 2.A.4, 2.C.[2-7], and 2.H.3)"
2,Emissions,2,Emissions|CO2|Industrial Processes|EInt Mfg|Paper,Mt CO2/yr,"Non-combustion CO2 emissions from pulp and paper (IPCC category 2.H.1, NAICS 322)"
2,Emissions,1,Emissions|CO2|Other,Mt CO2/yr,CO2 emissions from other sources (please provide a definition of other sources in this category in the 'comments' tab)
2,Emissions,2,Emissions|F-Gases,Mt CO2-equiv/yr,"Total F-gas emissions, including sulfur hexafluoride (SF6), hydrofluorocarbons (HFCs), perfluorocarbons (PFCs) (preferably use 100-year GWPs from AR4 for aggregation of different F-gases; in case other GWPs have been used, please document this on the 'comments' tab)"
2,Emissions,2,Emissions|N2O,kt N2O/yr,Total N2O emissions
2,Emissions,3,Emissions|N2O|AFOLU,kt N2O/yr,"N2O emissions from agriculture, forestry and other land use (IPCC category 3)"
2,Emissions,3,Emissions|N2O|Energy,kt N2O/yr,"N2O emissions from energy use on supply and demand side, including fugitive emissions from fuels (IPCC category 1A, 1B)"
2,Emissions,3,Emissions|N2O|Other,kt N2O/yr,N2O emissions from other sources (please provide a definition of other sources in this category in the 'comments' tab)
2,Emissions,3,Emissions|NH3,Mt NH3/yr,Total ammonium (NH3) emissions
2,Emissions,3,Emissions|NOx,Mt NOx/yr,Total NOx emissions
2,Emissions,3,Emissions|OC,Mt OC/yr,Total organic carbon emissions
2,Emissions,3,Emissions|PM10,Mt PM10/yr,Total emissions of PM10.
2,Emissions,3,Emissions|PM2.5,Mt PM2.5/yr,Total emissions of PM2.5.
2,Emissions,3,Emissions|Sulfur,Mt SO2/yr,Total sulfur (SO2) emissions
2,Emissions,3,Emissions|VOC,Mt VOC/yr,Total volatile organic compound (VOC) emissions
2,Energy Service,2,Energy Service|Floor Space|Buildings|Index,Index 2020=1,"Floor space dedicated to residential, commercial and public services"
2,Energy Service,3,Energy Service|Floor Space|Buildings|Value,million m2,"Floor space dedicated to residential, commercial and public services"
2,Energy Service,2,Energy Service|Floor Space|Commercial|Index,Index 2020=1,Floor space dedicated to commercial and public services
2,Energy Service,3,Energy Service|Floor Space|Commercial|Value,million m2,Floor space dedicated to commercial and public services
2,Energy Service,2,Energy Service|Floor Space|Residential|Index,Index 2020=1,Residential floor space
2,Energy Service,3,Energy Service|Floor Space|Residential|Value,million m2,Residential floor space
2,Energy Service,2,Energy Service|Transportation|Freight|Aviation|Index,Index 2020=1,annual demand for energy services related to freight transportation in aviation
2,Energy Service,3,Energy Service|Transportation|Freight|Aviation|Value,million tkm/yr,annual demand for energy services related to freight transportation in aviation
2,Energy Service,4,Energy Service|Transportation|Freight|BEV|Sales Share,%,Battery electric vehicle share of new freight vehicle sales
2,Energy Service,4,Energy Service|Transportation|Freight|BEV|Stock Share,%,Battery electric vehicle share of freight vehicle stock
2,Energy Service,4,Energy Service|Transportation|Freight|FCEV|Sales Share,%,Fuel cell electric vehicle share of new freight vehicle sales
2,Energy Service,4,Energy Service|Transportation|Freight|FCEV|Stock Share,%,Fuel cell electric vehicle share of freight vehicle stock
2,Energy Service,4,Energy Service|Transportation|Freight|HEV|Sales Share,%,Hybrid electric vehicle share of new freight vehicle sales
2,Energy Service,4,Energy Service|Transportation|Freight|HEV|Stock Share,%,Hybrid electric vehicle share of freight vehicle stock
2,Energy Service,4,Energy Service|Transportation|Freight|ICE|Sales Share,%,Internal combustion engine vehicle share of new freight vehicle sales
2,Energy Service,4,Energy Service|Transportation|Freight|ICE|Stock Share,%,Internal combustion engine vehicle share of freight vehicle stock
2,Energy Service,2,Energy Service|Transportation|Freight|Index,Index 2020=1,Demand for freight transportation service
2,Energy Service,2,Energy Service|Transportation|Freight|Other|Index,Index 2020=1,annual demand for energy services related to freight transportation (other)
2,Energy Service,3,Energy Service|Transportation|Freight|Other|Value,million tkm/yr,annual demand for energy services related to freight transportation (other)
2,Energy Service,4,Energy Service|Transportation|Freight|PHEV|Sales Share,%,Plug-in hybrid vehicle share of new freight vehicle sales
2,Energy Service,4,Energy Service|Transportation|Freight|PHEV|Stock Share,%,Plug-in hybrid vehicle share of freight vehicle stock
2,Energy Service,2,Energy Service|Transportation|Freight|Rail|Index,Index 2020=1,annual demand for energy services related to freight transportation in railways
2,Energy Service,3,Energy Service|Transportation|Freight|Rail|Value,million tkm/yr,annual demand for energy services related to freight transportation in railways
2,Energy Service,2,Energy Service|Transportation|Freight|Road|Index,Index 2020=1,annual demand for energy services related to freight transportation on roads
2,Energy Service,3,Energy Service|Transportation|Freight|Road|Value,million tkm/yr,annual demand for energy services related to freight transportation on roads
2,Energy Service,3,Energy Service|Transportation|Freight|Value,million tkm/yr,Demand for freight transportation service
2,Energy Service,2,Energy Service|Transportation|Passenger|Aviation|Index,Index 2020=1,annual demand for energy services related to passenger transportation in aviation
2,Energy Service,3,Energy Service|Transportation|Passenger|Aviation|Value,million pkm/yr,annual demand for energy services related to passenger transportation in aviation
2,Energy Service,4,Energy Service|Transportation|Passenger|BEV|Sales Share,%,Battery electric vehicle share of new passenger vehicle sales
2,Energy Service,4,Energy Service|Transportation|Passenger|BEV|Stock Share,%,Battery electric vehicle share of passenger vehicle stock
2,Energy Service,2,Energy Service|Transportation|Passenger|Bicycling and Walking|Index,Index 2020=1,energy service demand for passenger transport on bicycles and by foot
2,Energy Service,3,Energy Service|Transportation|Passenger|Bicycling and Walking|Value,million pkm/yr,energy service demand for passenger transport on bicycles and by foot
2,Energy Service,4,Energy Service|Transportation|Passenger|FCEV|Sales Share,%,Fuel cell electric vehicle share of new passenger vehicle sales
2,Energy Service,4,Energy Service|Transportation|Passenger|FCEV|Stock Share,%,Fuel cell electric vehicle share of passenger vehicle stock
2,Energy Service,4,Energy Service|Transportation|Passenger|HEV|Sales Share,%,Hybrid electric vehicle share of new passenger vehicle sales
2,Energy Service,4,Energy Service|Transportation|Passenger|HEV|Stock Share,%,Hybrid electric vehicle share of passenger vehicle stock
