Round,Category,Tier,Variable,Unit,Definition
2,Economy,3,Output|Industry|NonEInt Mfg|Metal durables|Transport equip|Value,billion US$2018/yr,Economic output of metal-based durables industries-transportation equipment (NAICS 336) in economic value.
2,Economy,3,Output|Industry|NonEInt Mfg|Metal durables|Transport equip|Volume,Index 2020=1,Economic output of metal-based durables industries-transportation equipment (NAICS 336) in physical quantities.
2,Economy,3,Output|Industry|NonEInt Mfg|Metal durables|Value,billion US$2018/yr,Economic output of metal-based durables industries (NAICS 332-336) in economic value.
2,Economy,3,Output|Industry|NonEInt Mfg|Metal durables|Volume,Index 2020=1,Economic output of metal-based durables industries (NAICS 332-336) in physical quantities.
2,Economy,3,Output|Industry|NonEInt Mfg|Plastic & rubber|Value,billion US$2018/yr,Economic output of plastic and rubber products (NAICS 326) in economic value.
2,Economy,3,Output|Industry|NonEInt Mfg|Plastic & rubber|Volume,Index 2020=1,Economic output of plastic and rubber products (NAICS 326) in physical quantities.
2,Economy,2,Output|Industry|NonEInt Mfg|Value,billion US$2018/yr,Economic output of Non-energy-intensive manufacturing in economic value.
2,Economy,2,Output|Industry|NonEInt Mfg|Volume,Index 2020=1,Economic output of Non-energy-intensive manufacturing in physical quantities.
2,Economy,3,Output|Industry|NonEInt Mfg|Wood Products|Value,billion US$2018/yr,Economic output of wood products (NAICS 321) in economic value.
2,Economy,3,Output|Industry|NonEInt Mfg|Wood Products|Volume,Index 2020=1,Economic output of wood products (NAICS 321) in physical quantities.
2,Economy,1,Output|Industry|Value,billion US$2018/yr,Economic output of  in economic value.
2,Economy,1,Output|Industry|Volume,Index 2020=1,Economic output of  in physical quantities.
2,Policy,2,Policy Cost|Equivalent Variation|Quintile 1,billion US$2018/yr,equivalent variation associated with the given policy by income group
2,Policy,2,Policy Cost|Equivalent Variation|Quintile 2,billion US$2018/yr,equivalent variation associated with the given policy by income group
2,Policy,2,Policy Cost|Equivalent Variation|Quintile 3,billion US$2018/yr,equivalent variation associated with the given policy by income group
2,Policy,2,Policy Cost|Equivalent Variation|Quintile 4,billion US$2018/yr,equivalent variation associated with the given policy by income group
2,Policy,2,Policy Cost|Equivalent Variation|Quintile 5,billion US$2018/yr,equivalent variation associated with the given policy by income group
2,Demography,1,Population,Million,Total population
2,Policy,1,Price|Carbon,US$2018/t CO2,Price of carbon (for regional aggregrates the weighted price of carbon by subregion should be used)
2,Economy,1,Price|Final Energy|Biogas,US$2018/GJ,"Consumption-weighted price of biogas, INCLUSIVE of carbon tax."
2,Economy,1,Price|Final Energy|Biomass Liquids,US$2018/GJ,"Consumption-weighted price of biomass liquids, INCLUSIVE of carbon tax."
2,Economy,1,Price|Final Energy|Biomass Solids,US$2018/GJ,"Consumption-weighted price of biomass solids, INCLUSIVE of carbon tax."
2,Economy,2,Price|Final Energy|Commercial|Biogas,US$2018/GJ,"Commercial price of biogas, INCLUSIVE of carbon tax."
2,Economy,2,Price|Final Energy|Commercial|Biomass Liquids,US$2018/GJ,"Commercial price of biomass liquids, INCLUSIVE of carbon tax."
2,Economy,2,Price|Final Energy|Commercial|Electricity,US$2018/GJ,"Commercial price of electricity, INCLUSIVE of carbon tax."
2,Economy,2,Price|Final Energy|Commercial|Gas,US$2018/GJ,"Commercial price of natural gas, INCLUSIVE of carbon tax."
2,Economy,2,Price|Final Energy|Commercial|Hydrogen,US$2018/GJ,"Commercial price of hydrogen, INCLUSIVE of carbon tax."
2,Economy,2,Price|Final Energy|Commercial|Oil,US$2018/GJ,"Commercial price of refined oil products (consumption-weighted), INCLUSIVE of carbon tax."
2,Economy,2,Price|Final Energy|Commercial|Synthetic Gas,US$2018/GJ,"Commercial price of synthetic gas made from carbon and hydrogen, INCLUSIVE of carbon tax."
2,Economy,2,Price|Final Energy|Commercial|Synthetic Liquids,US$2018/GJ,"Commercial price of liquid synthesized from hydrogen, INCLUSIVE of carbon tax. (e.g., ammonia or hydrogen combined with bio- or DAC-sourced carbon)"
2,Economy,1,Price|Final Energy|Electricity,US$2018/GJ,"Consumption-weighted price of electricity, INCLUSIVE of carbon tax."
2,Economy,1,Price|Final Energy|Gas,US$2018/GJ,"Consumption-weighted price of natural gas, INCLUSIVE of carbon tax."
2,Economy,1,Price|Final Energy|Gas-Hydrogen blend,US$2018/GJ,"Consumption-weighted price of natural gas blended with hydrogen, INCLUSIVE of carbon tax."
2,Economy,1,Price|Final Energy|Hydrogen,US$2018/GJ,"Consumption-weighted price of hydrogen, INCLUSIVE of carbon tax."
2,Economy,2,Price|Final Energy|Industrial|Biogas,US$2018/GJ,"Industrial price of biogas, INCLUSIVE of carbon tax."
2,Economy,2,Price|Final Energy|Industrial|Biomass Liquids,US$2018/GJ,"Industrial price of biomass liquids, INCLUSIVE of carbon tax."
2,Economy,2,Price|Final Energy|Industrial|Electricity,US$2018/GJ,"Industrial price of electricity, INCLUSIVE of carbon tax."
2,Economy,2,Price|Final Energy|Industrial|Gas,US$2018/GJ,"Industrial price of natural gas, INCLUSIVE of carbon tax."
2,Economy,2,Price|Final Energy|Industrial|Hydrogen,US$2018/GJ,"Industrial price of hydrogen, INCLUSIVE of carbon tax."
2,Economy,2,Price|Final Energy|Industrial|Oil,US$2018/GJ,"Industrial price of refined oil products (consumption-weighted), INCLUSIVE of carbon tax."
2,Economy,2,Price|Final Energy|Industrial|Synthetic Gas,US$2018/GJ,"Industrial price of synthetic gas made from carbon and hydrogen, INCLUSIVE of carbon tax."
2,Economy,2,Price|Final Energy|Industrial|Synthetic Liquids,US$2018/GJ,"Industrial price of liquid synthesized from hydrogen, INCLUSIVE of carbon tax. (e.g., ammonia or hydrogen combined with bio- or DAC-sourced carbon)"
2,Economy,1,Price|Final Energy|Oil,US$2018/GJ,"Consumption-weighted price of refined oil products, INCLUSIVE of carbon tax."
2,Economy,2,Price|Final Energy|Residential|Biogas,US$2018/GJ,"Residential price of biogas, INCLUSIVE of carbon tax."
2,Economy,2,Price|Final Energy|Residential|Biomass Liquids,US$2018/GJ,"Residential price of biomass liquids, INCLUSIVE of carbon tax."
2,Economy,2,Price|Final Energy|Residential|Electricity,US$2018/GJ,"Residential price of electricity, INCLUSIVE of carbon tax."
2,Economy,2,Price|Final Energy|Residential|Gas,US$2018/GJ,"Residential price of gas, INCLUSIVE of carbon tax."
2,Economy,2,Price|Final Energy|Residential|Hydrogen,US$2018/GJ,"Residential price of hydrogen, INCLUSIVE of carbon tax."
2,Economy,2,Price|Final Energy|Residential|Oil,US$2018/GJ,"Residential price of refined oil products (consumption-weighted), INCLUSIVE of carbon tax."
2,Economy,2,Price|Final Energy|Residential|Synthetic Gas,US$2018/GJ,"Residential price of synthetic gas made from carbon and hydrogen, INCLUSIVE of carbon tax."
2,Economy,2,Price|Final Energy|Residential|Synthetic Liquids,US$2018/GJ,"Residential price of liquid synthesized from hydrogen, INCLUSIVE of carbon tax. (e.g., ammonia or hydrogen combined with bio- or DAC-sourced carbon)"
2,Economy,1,Price|Final Energy|Synthetic Gas,US$2018/GJ,"Consumption-weighted price of synthetic gas made from carbon and hydrogen, INCLUSIVE of carbon tax."
2,Economy,1,Price|Final Energy|Synthetic Liquids,US$2018/GJ,"Consumption-weighted price of liquid synthesized from hydrogen, INCLUSIVE of carbon tax. (e.g., ammonia or hydrogen combined with bio- or DAC-sourced carbon)"
2,Economy,2,Price|Final Energy|Transportation|Biogas,US$2018/GJ,"Transportation price of biogas, INCLUSIVE of carbon tax."
2,Economy,2,Price|Final Energy|Transportation|Biomass Liquids,US$2018/GJ,"Transportation price of biomass liquids, INCLUSIVE of carbon tax."
2,Economy,2,Price|Final Energy|Transportation|Electricity,US$2018/GJ,"Transportation price of electricity, INCLUSIVE of carbon tax."
2,Economy,2,Price|Final Energy|Transportation|Gas,US$2018/GJ,"Transportation price of natural gas, INCLUSIVE of carbon tax."
2,Economy,2,Price|Final Energy|Transportation|Hydrogen,US$2018/GJ,"Transportation price of hydrogen, INCLUSIVE of carbon tax."
2,Economy,2,Price|Final Energy|Transportation|Oil|Diesel,US$2018/GJ,"Transportation price of diesel (consumption-weighted), INCLUSIVE of carbon tax."
2,Economy,2,Price|Final Energy|Transportation|Oil|Gasoline,US$2018/GJ,"Transportation price of gasoline (consumption-weighted), INCLUSIVE of carbon tax."
2,Economy,2,Price|Final Energy|Transportation|Oil|Jet Fuel,US$2018/GJ,"Transportation price of jet fuel (consumption-weighted), INCLUSIVE of carbon tax."
2,Economy,2,Price|Final Energy|Transportation|Synthetic Gas,US$2018/GJ,"Transportation price of synthetic gas made from carbon and hydrogen, INCLUSIVE of carbon tax."
2,Economy,2,Price|Final Energy|Transportation|Synthetic Liquids,US$2018/GJ,"Transportation price of liquid synthesized from hydrogen, INCLUSIVE of carbon tax. (e.g., ammonia or hydrogen combined with bio- or DAC-sourced carbon)"
2,Economy,1,Price|Primary Energy|Biomass,US$2018/GJ,"biomass producer price, EXCLUSIVE of carbon tax"
2,Economy,1,Price|Primary Energy|Coal,US$2018/GJ,"coal price at the primary level, EXCLUSIVE of carbon tax (i.e. the spot price at the global or regional market)"
2,Economy,1,Price|Primary Energy|Gas,US$2018/GJ,"natural gas price at the primary level, EXCLUSIVE of carbon tax (i.e. the spot price at the global or regional market)"
2,Economy,1,Price|Primary Energy|Oil,US$2018/GJ,"crude oil price at the primary level, EXCLUSIVE of carbon tax (i.e. the spot price at the global or regional market)"
2,Energy,1,Primary Energy,EJ/yr,total primary energy consumption (direct equivalent)
2,Energy,1,Primary Energy|Biomass,EJ/yr,"primary energy consumption of purpose-grown bioenergy crops, crop and forestry residue bioenergy, municipal solid waste bioenergy, traditional biomass"
2,Energy,1,Primary Energy|Biomass|Modern,EJ/yr,"modern biomass primary energy consumption, including 1st generation biofuel crops, purpose-grown bioenergy crops, crop and forestry residue bioenergy and municipal solid waste bioenergy"
2,Energy,1,Primary Energy|Biomass|Modern|w/ CCS,EJ/yr,"1st generation biofuel crops, purpose-grown bioenergy crops, crop and forestry residue bioenergy, municipal solid waste bioenergy, traditional biomass primary energy consumption used in combination with CCS"
2,Energy,1,Primary Energy|Biomass|Modern|w/o CCS,EJ/yr,"1st generation biofuel crops,purpose-grown bioenergy crops, crop and forestry residue bioenergy, municipal solid waste bioenergy, traditional biomass primary energy consumption without CCS"
2,Energy,2,Primary Energy|Biomass|Traditional,EJ/yr,"traditional biomass (e.g. wood, animal waste, charcoal) primary energy consumption"
2,Energy,1,Primary Energy|Coal,EJ/yr,coal primary energy consumption
2,Energy,1,Primary Energy|Coal|w/ CCS,EJ/yr,coal primary energy consumption used in combination with CCS
2,Energy,1,Primary Energy|Coal|w/o CCS,EJ/yr,coal primary energy consumption without CCS
2,Energy,1,Primary Energy|Fossil,EJ/yr,"coal, gas, conventional and unconventional oil primary energy consumption"
2,Energy,1,Primary Energy|Fossil|w/ CCS,EJ/yr,"coal, gas, conventional and unconventional oil primary energy consumption used in combination with CCS"
2,Energy,1,Primary Energy|Fossil|w/o CCS,EJ/yr,"coal, gas, conventional and unconventional oil primary energy consumption without CCS"
2,Energy,1,Primary Energy|Gas,EJ/yr,gas primary energy consumption
2,Energy,1,Primary Energy|Gas|w/ CCS,EJ/yr,gas primary energy consumption used in combination with CCS
2,Energy,1,Primary Energy|Gas|w/o CCS,EJ/yr,gas primary energy consumption without CCS
2,Energy,1,Primary Energy|Geothermal,EJ/yr,total geothermal primary energy consumption
2,Energy,1,Primary Energy|Hydro,EJ/yr,total hydro primary energy consumption
2,Energy,2,Primary Energy|Non-Biomass Renewables,EJ/yr,"non-biomass renewable primary energy consumption (direct equivalent, includes hydro electricity, wind electricity, geothermal electricity and heat, solar electricity and heat and hydrogen, ocean energy)"
2,Energy,1,Primary Energy|Nuclear,EJ/yr,"nuclear primary energy consumption (direct equivalent, includes electricity, heat and hydrogen production from nuclear energy)"
2,Energy,1,Primary Energy|Ocean,EJ/yr,total ocean primary energy consumption
2,Energy,1,Primary Energy|Oil,EJ/yr,conventional & unconventional oil primary energy consumption
2,Energy,1,Primary Energy|Oil|w/ CCS,EJ/yr,conventional & unconventional oil primary energy consumption used in combination with CCS
2,Energy,1,Primary Energy|Oil|w/o CCS,EJ/yr,conventional & unconventional oil primary energy consumption without CCS
2,Energy,1,Primary Energy|Other,EJ/yr,total other primary energy consumption
2,Energy,1,Primary Energy|Solar,EJ/yr,total solar primary energy consumption
2,Energy,1,Primary Energy|Wind,EJ/yr,total wind primary energy consumption
2,Energy,1,Production|Primary Energy|Coal,EJ/yr,Production of coal.
2,Energy,1,Production|Primary Energy|Gas,EJ/yr,Production of natural gas.
2,Energy,1,Production|Primary Energy|Oil,EJ/yr,Production of conventional & unconventional crude oil.
2,Energy,1,Secondary Energy|Biogas,EJ/yr,total biogas production
2,Energy,2,Secondary Energy|Biogas|Biomass|Input,EJ/yr,Total biomass input for biogas production
2,Energy,3,Secondary Energy|Biogas|Energy Crops,EJ/yr,biogas production from energy crops
2,Energy,1,Secondary Energy|Biogas|Input,EJ/yr,Total energy input for biogas production
2,Energy,3,Secondary Energy|Biogas|Other,EJ/yr,biogas production from biomass that does not fit to any other category
2,Energy,2,Secondary Energy|Biogas|Other|Input,EJ/yr,Total other inputs for biogas production.
2,Energy,3,Secondary Energy|Biogas|Residues,EJ/yr,biogas production from residues (forest and agriculture)
2,Energy,3,Secondary Energy|Biogas|w/ CCS,EJ/yr,total biogas production with CCS
2,Energy,3,Secondary Energy|Biogas|w/o CCS,EJ/yr,total biogas production without CCS
2,Energy,1,Secondary Energy|Biomass Liquids,EJ/yr,total liquid biofuels production
2,Energy,2,Secondary Energy|Biomass Liquids|Biomass|Input,EJ/yr,Total biomass input for biomass liquids production
2,Energy,3,Secondary Energy|Biomass Liquids|Energy Crops,EJ/yr,liquid biofuels production from energy crops
2,Energy,1,Secondary Energy|Biomass Liquids|Input,EJ/yr,Total energy input for biomass liquids production
2,Energy,3,Secondary Energy|Biomass Liquids|Other,EJ/yr,biofuel production from biomass that does not fit to any other category.
2,Energy,2,Secondary Energy|Biomass Liquids|Other|Input,EJ/yr,Total other inputs for biomass liquids production.
2,Energy,3,Secondary Energy|Biomass Liquids|Residues,EJ/yr,liquid biofuels production from residues (forest and agriculture)
2,Energy,3,Secondary Energy|Biomass Liquids|w/ CCS,EJ/yr,total liquid biofuels production with CCS
2,Energy,3,Secondary Energy|Biomass Liquids|w/o CCS,EJ/yr,total liquid biofuels production without CCS
2,Energy,1,Secondary Energy|Electricity,EJ/yr,"Total net electricity production, including from distributed generation and CHP"
2,Energy,1,Secondary Energy|Electricity|Biomass,EJ/yr,"Net electricity production from municipal solid waste, purpose-grown biomass, crop residues, forest industry waste, biogas, biomass liquids"
2,Energy,1,Secondary Energy|Electricity|Biomass|w/ CCS,EJ/yr,"Net electricity production from municipal solid waste, purpose-grown biomass, crop residues, forest industry waste, biogas, and biomass liquids with a CO2 capture component"
2,Energy,1,Secondary Energy|Electricity|Biomass|w/o CCS,EJ/yr,"Net electricity production from municipal solid waste, purpose-grown biomass, crop residues, forest industry waste, biogas, and biomass liquids with freely vented CO2 emissions."
2,Energy,1,Secondary Energy|Electricity|Coal,EJ/yr,Net electricity production from coal
2,Energy,1,Secondary Energy|Electricity|Coal|w/ CCS,EJ/yr,Net electricity production from coal with a CO2 capture component
2,Energy,1,Secondary Energy|Electricity|Coal|w/o CCS,EJ/yr,Net electricity production from coal with freely vented CO2 emissions
2,Energy,1,Secondary Energy|Electricity|Curtailment,EJ/yr,Lost electricity production from VRE due to curtailment. This amount SHOULD be included in the total net sum 'Secondary Energy|Electricity'.
2,Energy,1,Secondary Energy|Electricity|Gas,EJ/yr,Net electricity production from natural gas
2,Energy,1,Secondary Energy|Electricity|Gas|CC,EJ/yr,Net electricity production from natural gas combined cycle turbines
2,Energy,1,Secondary Energy|Electricity|Gas|CC|w/ CCS,EJ/yr,Net electricity production from natural gas combined cycle turbines with a CO2 capture component
2,Energy,1,Secondary Energy|Electricity|Gas|CC|w/o CCS,EJ/yr,Net electricity production from natural gas combined cycle turbines with freely vented CO2 emissions
2,Energy,1,Secondary Energy|Electricity|Gas|CT,EJ/yr,Net electricity production from simple cycle natural gas turbines
2,Energy,1,Secondary Energy|Electricity|Gas|CT|w/ CCS,EJ/yr,Net electricity production from simple cycle natural gas turbines with a CO2 capture component
2,Energy,1,Secondary Energy|Electricity|Gas|CT|w/o CCS,EJ/yr,Net electricity production from simple cycle natural gas turbines with freely vented CO2 emissions
2,Energy,1,Secondary Energy|Electricity|Gas|ST,EJ/yr,Net electricity production from natural gas steam turbines
2,Energy,1,Secondary Energy|Electricity|Gas|ST|w/ CCS,EJ/yr,Net electricity production from natural gas steam turbines with a CO2 capture component
2,Energy,1,Secondary Energy|Electricity|Gas|ST|w/o CCS,EJ/yr,Net electricity production from natural gas steam turbines with freely vented CO2 emissions
2,Energy,1,Secondary Energy|Electricity|Gas|w/ CCS,EJ/yr,Net electricity production from natural gas with a CO2 capture component
2,Energy,1,Secondary Energy|Electricity|Gas|w/o CCS,EJ/yr,Net electricity production from natural gas with freely vented CO2 emissions
2,Energy,1,Secondary Energy|Electricity|Geothermal,EJ/yr,"Net electricity production from all sources of geothermal energy (e.g., hydrothermal, enhanced geothermal systems)"
2,Energy,1,Secondary Energy|Electricity|Hydro,EJ/yr,Net hydroelectric production
2,Energy,1,Secondary Energy|Electricity|Hydrogen,EJ/yr,net electricity production from hydrogen fuel.
2,Energy,1,Secondary Energy|Electricity|Input|Biogas,EJ/yr,biogas input to electricity generation
2,Energy,1,Secondary Energy|Electricity|Input|Biogas|w/ CCS,EJ/yr,biogas input to electricity generation used in combination with CCS
2,Energy,1,Secondary Energy|Electricity|Input|Biogas|w/o CCS,EJ/yr,biogas input to electricity generation without CCS
2,Energy,1,Secondary Energy|Electricity|Input|Biomass Solids,EJ/yr,"primary energy input to electricity generation of purpose-grown bioenergy crops, crop and forestry residue bioenergy, municipal solid waste bioenergy, traditional biomass"
2,Energy,1,Secondary Energy|Electricity|Input|Biomass Solids|w/ CCS,EJ/yr,"purpose-grown bioenergy crops, crop and forestry residue bioenergy, municipal solid waste bioenergy, traditional biomass primary energy input to electricity generation used in combination with CCS"
2,Energy,1,Secondary Energy|Electricity|Input|Biomass Solids|w/o CCS,EJ/yr,"purpose-grown bioenergy crops, crop and forestry residue bioenergy, municipal solid waste bioenergy, traditional biomass primary energy input to electricity generation without CCS"
2,Energy,1,Secondary Energy|Electricity|Input|Coal,EJ/yr,coal primary energy input to electricity generation
2,Energy,1,Secondary Energy|Electricity|Input|Coal|w/ CCS,EJ/yr,coal primary energy input to electricity generation used in combination with CCS
2,Energy,1,Secondary Energy|Electricity|Input|Coal|w/o CCS,EJ/yr,coal primary energy input to electricity generation without CCS
2,Energy,1,Secondary Energy|Electricity|Input|Gas,EJ/yr,gas primary energy input to electricity generation
2,Energy,1,Secondary Energy|Electricity|Input|Gas|w/ CCS,EJ/yr,gas primary energy input to electricity generation used in combination with CCS
2,Energy,1,Secondary Energy|Electricity|Input|Gas|w/o CCS,EJ/yr,gas primary energy input to electricity generation without CCS
2,Energy,1,Secondary Energy|Electricity|Input|Hydrogen,EJ/yr,hydrogen input to electricity generation without
2,Energy,1,Secondary Energy|Electricity|Input|Oil,EJ/yr,conventional & unconventional oil primary energy input to electricity generation
2,Energy,1,Secondary Energy|Electricity|Input|Oil|w/ CCS,EJ/yr,conventional & unconventional oil primary energy input to electricity generation used in combination with CCS
2,Energy,1,Secondary Energy|Electricity|Input|Oil|w/o CCS,EJ/yr,conventional & unconventional oil primary energy input to electricity generation without CCS
2,Energy,1,Secondary Energy|Electricity|Input|Synthetic Gas,EJ/yr,synthetic gas input to electricity generation without
2,Energy,1,Secondary Energy|Electricity|Input|Synthetic Liquids,EJ/yr,synthetic liquids input to electricity generation without
2,Energy,1,Secondary Energy|Electricity|Losses,EJ/yr,All losses including storage losses and transmission and distribution losses. DO NOT include in ‘Secondary Energy|Electricity’. DO NOT include storage losses from hydrogen/electrolysis storage.
2,Energy,1,Secondary Energy|Electricity|Losses|Storage,EJ/yr,Losses from energy storage (gross charge less gross discharge). DO NOT include in ‘Secondary Energy|Electricity’. DO NOT include storage losses from hydrogen/electrolysis storage.
2,Energy,1,Secondary Energy|Electricity|Losses|T&D,EJ/yr,Transmission and distribution energy losses. DO NOT include in ‘Secondary Energy|Electricity’. DO NOT include storage losses from hydrogen/electrolysis storage.
2,Energy,1,Secondary Energy|Electricity|Net exports,EJ/yr,"Net exported electricity TO other regions, report as positive. If net imports, report as negative. DO NOT include in Secondary Energy|Electricity"
2,Energy,1,Secondary Energy|Electricity|Non-Biomass Renewables,EJ/yr,"net electricity production from hydro, wind, solar, geothermal, ocean, and other renewable sources (excluding bioenergy). This is a summary category for all the non-biomass renewables."
2,Energy,1,Secondary Energy|Electricity|Nuclear,EJ/yr,et electricity production from nuclear energy
2,Energy,1,Secondary Energy|Electricity|Ocean,EJ/yr,et electricity production from ocean energy
2,Energy,1,Secondary Energy|Electricity|Oil,EJ/yr,et electricity production from crude oil and refined liquids products
2,Energy,1,Secondary Energy|Electricity|Oil|w/ CCS,EJ/yr,net electricity production from crude oil and refined liquids with a CO2 capture component
2,Energy,1,Secondary Energy|Electricity|Oil|w/o CCS,EJ/yr,net electricity production from crude oil and refined liquids with freely vented CO2 emissions
2,Energy,1,Secondary Energy|Electricity|Solar,EJ/yr,"Net electricity production from all sources of solar energy (e.g., PV and concentrating solar power)"
2,Energy,1,Secondary Energy|Electricity|Solar|CSP,EJ/yr,Net electricity production from concentrating solar power (CSP)
2,Energy,1,Secondary Energy|Electricity|Solar|PV,EJ/yr,Net electricity production from solar photovoltaics (PV)
2,Energy,1,Secondary Energy|Electricity|Storage,EJ/yr,Gross discharge of electricity from operating electricity storage. DO NOT include in Secondary Energy|Electricity
2,Energy,1,Secondary Energy|Electricity|Storage|Battery,EJ/yr,Gross discharge of electricity from operating battery storage
2,Energy,1,Secondary Energy|Electricity|Storage|Other,EJ/yr,Gross discharge of electricity from operating storage of all other types
2,Energy,1,Secondary Energy|Electricity|Storage|PSH,EJ/yr,Gross discharge of electricity from operating pumped storage hydropower
2,Energy,1,Secondary Energy|Electricity|Synthetic Gas,EJ/yr,Net electricity production from synthetic gas.
2,Energy,1,Secondary Energy|Electricity|Synthetic Liquids,EJ/yr,Net electricity production from synthetic liquids.
2,Energy,1,Secondary Energy|Electricity|Wind,EJ/yr,Net electricity production from wind energy (on- and offshore)
2,Energy,1,Secondary Energy|Electricity|Wind|Offshore,EJ/yr,Net electricity production from offshore wind energy
2,Energy,1,Secondary Energy|Electricity|Wind|Onshore,EJ/yr,Net electricity production from onshore wind energy
2,Energy,2,Secondary Energy|Heat,EJ/yr,total centralized heat generation
2,Energy,3,Secondary Energy|Heat|Biomass,EJ/yr,centralized heat generation from biomass
2,Energy,3,Secondary Energy|Heat|Coal,EJ/yr,centralized heat generation from coal
2,Energy,3,Secondary Energy|Heat|Gas,EJ/yr,centralized heat generation from gases
2,Energy,3,Secondary Energy|Heat|Geothermal,EJ/yr,centralized heat generation from geothermal energy EXCLUDING geothermal heat pumps
2,Energy,3,Secondary Energy|Heat|Nuclear,EJ/yr,centralized heat generation from nuclear energy
2,Energy,3,Secondary Energy|Heat|Oil,EJ/yr,centralized heat generation from oil products
2,Energy,3,Secondary Energy|Heat|Other,EJ/yr,centralized heat generation from sources that do not fit any other category (please provide a definition of the sources in this category in the 'comments' tab)
2,Energy,3,Secondary Energy|Heat|Solar,EJ/yr,centralized heat generation from solar energy
2,Energy,1,Secondary Energy|Hydrogen,EJ/yr,total hydrogen production
2,Energy,1,Secondary Energy|Hydrogen|Biomass,EJ/yr,hydrogen production from biomass gasification
2,Energy,1,Secondary Energy|Hydrogen|Biomass|w/ CCS,EJ/yr,hydrogen production from biomass gasification w/ CCS
2,Energy,1,Secondary Energy|Hydrogen|Biomass|w/o CCS,EJ/yr,hydrogen production from biomass gasification w/o CCS
2,Energy,1,Secondary Energy|Hydrogen|Coal,EJ/yr,hydrogen production from coal gasification
2,Energy,1,Secondary Energy|Hydrogen|Coal|w/ CCS,EJ/yr,hydrogen production from coal gasification w/ CCS
2,Energy,1,Secondary Energy|Hydrogen|Coal|w/o CCS,EJ/yr,hydrogen production from coal gasification w/o CCS
2,Energy,1,Secondary Energy|Hydrogen|Electrolysis,EJ/yr,hydrogen production from electricity via electrolysis
2,Energy,1,Secondary Energy|Hydrogen|Ethanol,EJ/yr,hydrogen production from ethanol smr
2,Energy,1,Secondary Energy|Hydrogen|Gas,EJ/yr,hydrogen production from natural gas smr (including POX and ATR techs)
2,Energy,1,Secondary Energy|Hydrogen|Gas|w/ CCS,EJ/yr,hydrogen production from natural gas smr w/ CCS
2,Energy,1,Secondary Energy|Hydrogen|Gas|w/o CCS,EJ/yr,hydrogen production from natural gas smr w/o CCS
2,Energy,1,Secondary Energy|Hydrogen|Input,EJ/yr,total energy input for hydrogen production
2,Energy,2,Secondary Energy|Hydrogen|Input|Biomass Liquids,EJ/yr,total biomass liquids input for hydrogen production
2,Energy,4,Secondary Energy|Hydrogen|Input|Biomass Liquids|w/ CCS,EJ/yr,total biomass liquids input for hydrogen production using CCS
2,Energy,4,Secondary Energy|Hydrogen|Input|Biomass Liquids|w/o CCS,EJ/yr,total biomass liquids input for hydrogen production with no CCS
2,Energy,2,Secondary Energy|Hydrogen|Input|Biomass Solids,EJ/yr,total biomass input for hydrogen production
2,Energy,4,Secondary Energy|Hydrogen|Input|Biomass Solids|w/ CCS,EJ/yr,total biomass input for hydrogen production using CCS
2,Energy,4,Secondary Energy|Hydrogen|Input|Biomass Solids|w/o CCS,EJ/yr,total biomass input for hydrogen production with no CCS
2,Energy,2,Secondary Energy|Hydrogen|Input|Coal,EJ/yr,total coal input for hydrogen production
2,Energy,4,Secondary Energy|Hydrogen|Input|Coal|w/ CCS,EJ/yr,total coal input for hydrogen production using CCS
2,Energy,4,Secondary Energy|Hydrogen|Input|Coal|w/o CCS,EJ/yr,total coal input for hydrogen production with no CCS
2,Energy,2,Secondary Energy|Hydrogen|Input|Electricity,EJ/yr,total electricity input for hydrogen production
2,Energy,2,Secondary Energy|Hydrogen|Input|Gas,EJ/yr,total gas input for hydrogen production
2,Energy,4,Secondary Energy|Hydrogen|Input|Gas|w/ CCS,EJ/yr,total gas input for hydrogen production using CCS
2,Energy,4,Secondary Energy|Hydrogen|Input|Gas|w/o CCS,EJ/yr,total gas input for hydrogen production with no CCS
2,Energy,2,Secondary Energy|Hydrogen|Input|Nuclear,EJ/yr,total nuclear heat input for hydrogen production
2,Energy,2,Secondary Energy|Hydrogen|Input|Oil,EJ/yr,total oil input for hydrogen production
2,Energy,4,Secondary Energy|Hydrogen|Input|Oil|w/ CCS,EJ/yr,total oil input for hydrogen production using CCS
2,Energy,4,Secondary Energy|Hydrogen|Input|Oil|w/o CCS,EJ/yr,total oil input for hydrogen production with no CCS
2,Energy,2,Secondary Energy|Hydrogen|Input|Other,EJ/yr,total other energy source input for hydrogen production
2,Energy,2,Secondary Energy|Hydrogen|Input|Solar,EJ/yr,total solar energy input for hydrogen production
2,Energy,1,Secondary Energy|Hydrogen|Oil,EJ/yr,hydrogen production from oil
2,Energy,1,Secondary Energy|Hydrogen|Oil|w/ CCS,EJ/yr,hydrogen production from oil with a CO2 capture component
2,Energy,1,Secondary Energy|Hydrogen|Oil|w/o CCS,EJ/yr,hydrogen production from oil with freely vented CO2 emissions
2,Energy,1,Secondary Energy|Hydrogen|Other,EJ/yr,hydrogen production from other sources that do not fit to any other category (please provide a definition of the sources in this category in the 'comments' tab)
2,Energy,1,Secondary Energy|Hydrogen|Photoelectrochemical,EJ/yr,hydrogen production from photoelectrochemical water splitting
2,Energy,1,Secondary Energy|Hydrogen|Thermochemical,EJ/yr,hydrogen production from thermochemical water splitting with solar heat
