scenario,model,variable,unit,year,value,region
Reference,NEMS-RHG,Final Energy|Gas,EJ/yr,2035,30.7425867,United States
Reference,NEMS-RHG,Final Energy|Oil,EJ/yr,2035,35.54151774,United States
Reference,NEMS-RHG,Final Energy|Coal,EJ/yr,2035,5.688872763,United States
Reference,ReEDS-NREL,Final Energy|Gas,EJ/yr,2035,NA,United States
Reference,ReEDS-NREL,Final Energy|Oil,EJ/yr,2035,NA,United States
Reference,ReEDS-NREL,Final Energy|Coal,EJ/yr,2035,NA,United States
Reference,REGEN-EPRI,Final Energy|Gas,EJ/yr,2035,32.22140574,United States
Reference,REGEN-EPRI,Final Energy|Oil,EJ/yr,2035,26.18648626,United States
Reference,REGEN-EPRI,Final Energy|Coal,EJ/yr,2035,7.617503256,United States
Reference,RIO-REPEAT,Final Energy|Gas,EJ/yr,2035,12.35470403,United States
Reference,RIO-REPEAT,Final Energy|Oil,EJ/yr,2035,30.74432755,United States
Reference,RIO-REPEAT,Final Energy|Coal,EJ/yr,2035,0.801842448,United States
IRA,EPS-EI,Final Energy|Gas,EJ/yr,2035,26.83576763,United States
IRA,EPS-EI,Final Energy|Oil,EJ/yr,2035,29.30053847,United States
IRA,EPS-EI,Final Energy|Coal,EJ/yr,2035,1.249261429,United States
IRA,GCAM-CGS,Final Energy|Gas,EJ/yr,2035,27.16113786,United States
IRA,GCAM-CGS,Final Energy|Oil,EJ/yr,2035,29.26346915,United States
IRA,GCAM-CGS,Final Energy|Coal,EJ/yr,2035,1.472327942,United States
IRA,Haiku-RFF,Final Energy|Gas,EJ/yr,2035,NA,United States
IRA,Haiku-RFF,Final Energy|Oil,EJ/yr,2035,NA,United States
IRA,Haiku-RFF,Final Energy|Coal,EJ/yr,2035,NA,United States
IRA,IPM-NRDC,Final Energy|Gas,EJ/yr,2035,NA,United States
IRA,IPM-NRDC,Final Energy|Oil,EJ/yr,2035,NA,United States
IRA,IPM-NRDC,Final Energy|Coal,EJ/yr,2035,NA,United States
IRA,MARKAL-NETL,Final Energy|Gas,EJ/yr,2035,25.62285432,United States
IRA,MARKAL-NETL,Final Energy|Oil,EJ/yr,2035,37.36090986,United States
IRA,MARKAL-NETL,Final Energy|Coal,EJ/yr,2035,20.2387144,United States
IRA,NEMS-RHG,Final Energy|Gas,EJ/yr,2035,28.51153817,United States
IRA,NEMS-RHG,Final Energy|Oil,EJ/yr,2035,34.74096141,United States
IRA,NEMS-RHG,Final Energy|Coal,EJ/yr,2035,3.139167816,United States
IRA,ReEDS-NREL,Final Energy|Gas,EJ/yr,2035,NA,United States
IRA,ReEDS-NREL,Final Energy|Oil,EJ/yr,2035,NA,United States
IRA,ReEDS-NREL,Final Energy|Coal,EJ/yr,2035,NA,United States
IRA,REGEN-EPRI,Final Energy|Gas,EJ/yr,2035,27.26264323,United States
IRA,REGEN-EPRI,Final Energy|Oil,EJ/yr,2035,25.34244158,United States
IRA,REGEN-EPRI,Final Energy|Coal,EJ/yr,2035,5.486290434,United States
IRA,RIO-REPEAT,Final Energy|Gas,EJ/yr,2035,11.3207493,United States
IRA,RIO-REPEAT,Final Energy|Oil,EJ/yr,2035,30.51221526,United States
IRA,RIO-REPEAT,Final Energy|Coal,EJ/yr,2035,0.801842448,United States
Reference,EPS-EI,Final Energy|Gas,EJ/yr,2040,37.28905001,United States
Reference,EPS-EI,Final Energy|Oil,EJ/yr,2040,28.34582898,United States
Reference,EPS-EI,Final Energy|Coal,EJ/yr,2040,5.907461345,United States
Reference,GCAM-CGS,Final Energy|Gas,EJ/yr,2040,NA,United States
Reference,GCAM-CGS,Final Energy|Oil,EJ/yr,2040,NA,United States
Reference,GCAM-CGS,Final Energy|Coal,EJ/yr,2040,NA,United States
Reference,Haiku-RFF,Final Energy|Gas,EJ/yr,2040,NA,United States
Reference,Haiku-RFF,Final Energy|Oil,EJ/yr,2040,NA,United States
Reference,Haiku-RFF,Final Energy|Coal,EJ/yr,2040,NA,United States
Reference,IPM-NRDC,Final Energy|Gas,EJ/yr,2040,NA,United States
Reference,IPM-NRDC,Final Energy|Oil,EJ/yr,2040,NA,United States
Reference,IPM-NRDC,Final Energy|Coal,EJ/yr,2040,NA,United States
Reference,MARKAL-NETL,Final Energy|Gas,EJ/yr,2040,30.21288536,United States
Reference,MARKAL-NETL,Final Energy|Oil,EJ/yr,2040,36.96817587,United States
Reference,MARKAL-NETL,Final Energy|Coal,EJ/yr,2040,13.14946706,United States
Reference,NEMS-RHG,Final Energy|Gas,EJ/yr,2040,NA,United States
Reference,NEMS-RHG,Final Energy|Oil,EJ/yr,2040,NA,United States
Reference,NEMS-RHG,Final Energy|Coal,EJ/yr,2040,NA,United States
Reference,ReEDS-NREL,Final Energy|Gas,EJ/yr,2040,NA,United States
Reference,ReEDS-NREL,Final Energy|Oil,EJ/yr,2040,NA,United States
Reference,ReEDS-NREL,Final Energy|Coal,EJ/yr,2040,NA,United States
Reference,REGEN-EPRI,Final Energy|Gas,EJ/yr,2040,NA,United States
Reference,REGEN-EPRI,Final Energy|Oil,EJ/yr,2040,NA,United States
Reference,REGEN-EPRI,Final Energy|Coal,EJ/yr,2040,NA,United States
Reference,RIO-REPEAT,Final Energy|Gas,EJ/yr,2040,12.44965906,United States
Reference,RIO-REPEAT,Final Energy|Oil,EJ/yr,2040,27.79017116,United States
Reference,RIO-REPEAT,Final Energy|Coal,EJ/yr,2040,0.812393007,United States
IRA,EPS-EI,Final Energy|Gas,EJ/yr,2040,25.67404563,United States
IRA,EPS-EI,Final Energy|Oil,EJ/yr,2040,27.96406863,United States
IRA,EPS-EI,Final Energy|Coal,EJ/yr,2040,1.033467386,United States
IRA,GCAM-CGS,Final Energy|Gas,EJ/yr,2040,NA,United States
IRA,GCAM-CGS,Final Energy|Oil,EJ/yr,2040,NA,United States
IRA,GCAM-CGS,Final Energy|Coal,EJ/yr,2040,NA,United States
IRA,Haiku-RFF,Final Energy|Gas,EJ/yr,2040,NA,United States
IRA,Haiku-RFF,Final Energy|Oil,EJ/yr,2040,NA,United States
IRA,Haiku-RFF,Final Energy|Coal,EJ/yr,2040,NA,United States
IRA,IPM-NRDC,Final Energy|Gas,EJ/yr,2040,NA,United States
IRA,IPM-NRDC,Final Energy|Oil,EJ/yr,2040,NA,United States
IRA,IPM-NRDC,Final Energy|Coal,EJ/yr,2040,NA,United States
IRA,MARKAL-NETL,Final Energy|Gas,EJ/yr,2040,23.75299994,United States
IRA,MARKAL-NETL,Final Energy|Oil,EJ/yr,2040,36.89800411,United States
IRA,MARKAL-NETL,Final Energy|Coal,EJ/yr,2040,23.58160611,United States
IRA,NEMS-RHG,Final Energy|Gas,EJ/yr,2040,NA,United States
IRA,NEMS-RHG,Final Energy|Oil,EJ/yr,2040,NA,United States
IRA,NEMS-RHG,Final Energy|Coal,EJ/yr,2040,NA,United States
IRA,ReEDS-NREL,Final Energy|Gas,EJ/yr,2040,NA,United States
IRA,ReEDS-NREL,Final Energy|Oil,EJ/yr,2040,NA,United States
IRA,ReEDS-NREL,Final Energy|Coal,EJ/yr,2040,NA,United States
IRA,REGEN-EPRI,Final Energy|Gas,EJ/yr,2040,NA,United States
IRA,REGEN-EPRI,Final Energy|Oil,EJ/yr,2040,NA,United States
IRA,REGEN-EPRI,Final Energy|Coal,EJ/yr,2040,NA,United States
IRA,RIO-REPEAT,Final Energy|Gas,EJ/yr,2040,11.07808645,United States
IRA,RIO-REPEAT,Final Energy|Oil,EJ/yr,2040,27.50530608,United States
IRA,RIO-REPEAT,Final Energy|Coal,EJ/yr,2040,0.812393007,United States
Reference,EPS-EI,Final Energy|Gas,EJ/yr,2045,38.0010017,United States
Reference,EPS-EI,Final Energy|Oil,EJ/yr,2045,27.60466807,United States
Reference,EPS-EI,Final Energy|Coal,EJ/yr,2045,5.775307159,United States
Reference,GCAM-CGS,Final Energy|Gas,EJ/yr,2045,NA,United States
Reference,GCAM-CGS,Final Energy|Oil,EJ/yr,2045,NA,United States
Reference,GCAM-CGS,Final Energy|Coal,EJ/yr,2045,NA,United States
Reference,Haiku-RFF,Final Energy|Gas,EJ/yr,2045,NA,United States
Reference,Haiku-RFF,Final Energy|Oil,EJ/yr,2045,NA,United States
Reference,Haiku-RFF,Final Energy|Coal,EJ/yr,2045,NA,United States
Reference,IPM-NRDC,Final Energy|Gas,EJ/yr,2045,NA,United States
Reference,IPM-NRDC,Final Energy|Oil,EJ/yr,2045,NA,United States
Reference,IPM-NRDC,Final Energy|Coal,EJ/yr,2045,NA,United States
Reference,MARKAL-NETL,Final Energy|Gas,EJ/yr,2045,30.56592815,United States
Reference,MARKAL-NETL,Final Energy|Oil,EJ/yr,2045,36.51315139,United States
Reference,MARKAL-NETL,Final Energy|Coal,EJ/yr,2045,12.80620464,United States
Reference,NEMS-RHG,Final Energy|Gas,EJ/yr,2045,NA,United States
Reference,NEMS-RHG,Final Energy|Oil,EJ/yr,2045,NA,United States
Reference,NEMS-RHG,Final Energy|Coal,EJ/yr,2045,NA,United States
Reference,ReEDS-NREL,Final Energy|Gas,EJ/yr,2045,NA,United States
Reference,ReEDS-NREL,Final Energy|Oil,EJ/yr,2045,NA,United States
Reference,ReEDS-NREL,Final Energy|Coal,EJ/yr,2045,NA,United States
Reference,REGEN-EPRI,Final Energy|Gas,EJ/yr,2045,NA,United States
Reference,REGEN-EPRI,Final Energy|Oil,EJ/yr,2045,NA,United States
Reference,REGEN-EPRI,Final Energy|Coal,EJ/yr,2045,NA,United States
Reference,RIO-REPEAT,Final Energy|Gas,EJ/yr,2045,12.65011967,United States
Reference,RIO-REPEAT,Final Energy|Oil,EJ/yr,2045,25.57455387,United States
Reference,RIO-REPEAT,Final Energy|Coal,EJ/yr,2045,0.822943565,United States
IRA,EPS-EI,Final Energy|Gas,EJ/yr,2045,27.06408172,United States
IRA,EPS-EI,Final Energy|Oil,EJ/yr,2045,27.74609514,United States
IRA,EPS-EI,Final Energy|Coal,EJ/yr,2045,1.031383195,United States
IRA,GCAM-CGS,Final Energy|Gas,EJ/yr,2045,NA,United States
IRA,GCAM-CGS,Final Energy|Oil,EJ/yr,2045,NA,United States
IRA,GCAM-CGS,Final Energy|Coal,EJ/yr,2045,NA,United States
IRA,Haiku-RFF,Final Energy|Gas,EJ/yr,2045,NA,United States
IRA,Haiku-RFF,Final Energy|Oil,EJ/yr,2045,NA,United States
IRA,Haiku-RFF,Final Energy|Coal,EJ/yr,2045,NA,United States
IRA,IPM-NRDC,Final Energy|Gas,EJ/yr,2045,NA,United States
IRA,IPM-NRDC,Final Energy|Oil,EJ/yr,2045,NA,United States
IRA,IPM-NRDC,Final Energy|Coal,EJ/yr,2045,NA,United States
IRA,MARKAL-NETL,Final Energy|Gas,EJ/yr,2045,21.99405302,United States
IRA,MARKAL-NETL,Final Energy|Oil,EJ/yr,2045,36.44468881,United States
IRA,MARKAL-NETL,Final Energy|Coal,EJ/yr,2045,28.22842026,United States
IRA,NEMS-RHG,Final Energy|Gas,EJ/yr,2045,NA,United States
IRA,NEMS-RHG,Final Energy|Oil,EJ/yr,2045,NA,United States
IRA,NEMS-RHG,Final Energy|Coal,EJ/yr,2045,NA,United States
IRA,ReEDS-NREL,Final Energy|Gas,EJ/yr,2045,NA,United States
IRA,ReEDS-NREL,Final Energy|Oil,EJ/yr,2045,NA,United States
IRA,ReEDS-NREL,Final Energy|Coal,EJ/yr,2045,NA,United States
IRA,REGEN-EPRI,Final Energy|Gas,EJ/yr,2045,NA,United States
IRA,REGEN-EPRI,Final Energy|Oil,EJ/yr,2045,NA,United States
IRA,REGEN-EPRI,Final Energy|Coal,EJ/yr,2045,NA,United States
IRA,RIO-REPEAT,Final Energy|Gas,EJ/yr,2045,11.12028869,United States
IRA,RIO-REPEAT,Final Energy|Oil,EJ/yr,2045,25.26858767,United States
IRA,RIO-REPEAT,Final Energy|Coal,EJ/yr,2045,0.822943565,United States
Reference,EPS-EI,Final Energy|Gas,EJ/yr,2050,38.83681695,United States
Reference,EPS-EI,Final Energy|Oil,EJ/yr,2050,27.33607512,United States
Reference,EPS-EI,Final Energy|Coal,EJ/yr,2050,5.77741305,United States
Reference,GCAM-CGS,Final Energy|Gas,EJ/yr,2050,NA,United States
Reference,GCAM-CGS,Final Energy|Oil,EJ/yr,2050,NA,United States
Reference,GCAM-CGS,Final Energy|Coal,EJ/yr,2050,NA,United States
Reference,Haiku-RFF,Final Energy|Gas,EJ/yr,2050,NA,United States
Reference,Haiku-RFF,Final Energy|Oil,EJ/yr,2050,NA,United States
Reference,Haiku-RFF,Final Energy|Coal,EJ/yr,2050,NA,United States
Reference,IPM-NRDC,Final Energy|Gas,EJ/yr,2050,NA,United States
Reference,IPM-NRDC,Final Energy|Oil,EJ/yr,2050,NA,United States
Reference,IPM-NRDC,Final Energy|Coal,EJ/yr,2050,NA,United States
Reference,MARKAL-NETL,Final Energy|Gas,EJ/yr,2050,31.8022426,United States
Reference,MARKAL-NETL,Final Energy|Oil,EJ/yr,2050,36.06733754,United States
Reference,MARKAL-NETL,Final Energy|Coal,EJ/yr,2050,12.53501308,United States
Reference,NEMS-RHG,Final Energy|Gas,EJ/yr,2050,NA,United States
Reference,NEMS-RHG,Final Energy|Oil,EJ/yr,2050,NA,United States
Reference,NEMS-RHG,Final Energy|Coal,EJ/yr,2050,NA,United States
Reference,ReEDS-NREL,Final Energy|Gas,EJ/yr,2050,NA,United States
Reference,ReEDS-NREL,Final Energy|Oil,EJ/yr,2050,NA,United States
Reference,ReEDS-NREL,Final Energy|Coal,EJ/yr,2050,NA,United States
Reference,REGEN-EPRI,Final Energy|Gas,EJ/yr,2050,NA,United States
Reference,REGEN-EPRI,Final Energy|Oil,EJ/yr,2050,NA,United States
Reference,REGEN-EPRI,Final Energy|Coal,EJ/yr,2050,NA,United States
Reference,RIO-REPEAT,Final Energy|Gas,EJ/yr,2050,12.82947917,United States
Reference,RIO-REPEAT,Final Energy|Oil,EJ/yr,2050,24.21353182,United States
Reference,RIO-REPEAT,Final Energy|Coal,EJ/yr,2050,0.801842448,United States
IRA,EPS-EI,Final Energy|Gas,EJ/yr,2050,29.68610653,United States
IRA,EPS-EI,Final Energy|Oil,EJ/yr,2050,27.76415454,United States
IRA,EPS-EI,Final Energy|Coal,EJ/yr,2050,1.009985681,United States
IRA,GCAM-CGS,Final Energy|Gas,EJ/yr,2050,NA,United States
IRA,GCAM-CGS,Final Energy|Oil,EJ/yr,2050,NA,United States
IRA,GCAM-CGS,Final Energy|Coal,EJ/yr,2050,NA,United States
IRA,Haiku-RFF,Final Energy|Gas,EJ/yr,2050,NA,United States
IRA,Haiku-RFF,Final Energy|Oil,EJ/yr,2050,NA,United States
IRA,Haiku-RFF,Final Energy|Coal,EJ/yr,2050,NA,United States
IRA,IPM-NRDC,Final Energy|Gas,EJ/yr,2050,NA,United States
IRA,IPM-NRDC,Final Energy|Oil,EJ/yr,2050,NA,United States
IRA,IPM-NRDC,Final Energy|Coal,EJ/yr,2050,NA,United States
IRA,MARKAL-NETL,Final Energy|Gas,EJ/yr,2050,19.77286504,United States
IRA,MARKAL-NETL,Final Energy|Oil,EJ/yr,2050,36.00058415,United States
IRA,MARKAL-NETL,Final Energy|Coal,EJ/yr,2050,34.62193212,United States
IRA,NEMS-RHG,Final Energy|Gas,EJ/yr,2050,NA,United States
IRA,NEMS-RHG,Final Energy|Oil,EJ/yr,2050,NA,United States
IRA,NEMS-RHG,Final Energy|Coal,EJ/yr,2050,NA,United States
IRA,ReEDS-NREL,Final Energy|Gas,EJ/yr,2050,NA,United States
IRA,ReEDS-NREL,Final Energy|Oil,EJ/yr,2050,NA,United States
IRA,ReEDS-NREL,Final Energy|Coal,EJ/yr,2050,NA,United States
IRA,REGEN-EPRI,Final Energy|Gas,EJ/yr,2050,NA,United States
IRA,REGEN-EPRI,Final Energy|Oil,EJ/yr,2050,NA,United States
IRA,REGEN-EPRI,Final Energy|Coal,EJ/yr,2050,NA,United States
IRA,RIO-REPEAT,Final Energy|Gas,EJ/yr,2050,11.24689539,United States
IRA,RIO-REPEAT,Final Energy|Oil,EJ/yr,2050,23.90756562,United States
IRA,RIO-REPEAT,Final Energy|Coal,EJ/yr,2050,0.801842448,United States
